"stop,name_tc,name_en"
"002378,赤柱廣場,Stanley Plaza"
"002379,赤柱峽道,Stanley Gap Road"
"002380,""淺水灣道 102 號, 淺水灣道"",""102 Repulse Bay Road, Repulse Bay Road"""
"002381,""怡峰, 淺水灣道"",""The Somerset, Repulse Bay Road"""
"002382,華富 (二) 邨商場,Wah Fu (II) Commercial Complex"
"002383,""業興街, 黃竹坑道"",""Yip Hing Street, Wong Chuk Hang Road"""
"002384,""摩星嶺道, 域多利道"",""Mount Davis Road, Victoria Road"""
"002385,""聖士提反書院附屬小學, 黃麻角道"",""St. Stephen's College Preparatory School, Wong Ma Kok Road"""
"002386,""馬坑邨駿馬樓, 環角道"",""Chun Ma House Ma Hang Estate, Cape Road"""
"002387,""馬坑邨駿馬樓, 環角道"",""Chun Ma House Ma Hang Estate, Cape Road"""
"002388,""田灣街, 石排灣道"",""Tin Wan Street, Shek Pai Wan Road"""
"002389,深灣,Sham Wan"
"002390,""南朗山道熟食市場, 南朗山道"",""Nam Long Shan Road Cooked Food Market, Nam Long Shan Road"""
"002391,""貝沙灣, 數碼港道"",""Residence Bel-Air, Cyberport Road"""
"002392,數碼港,Cyberport"
"002393,""數碼港三座, 數碼港道"",""Cyberport 3, Cyberport Road"""
"002394,""貝沙灣, 數碼港道"",""Residence Bel-Air, Cyberport Road"""
"002395,""大口環道, 域多利道"",""Sandy Bay Road, Victoria Road"""
"002396,""田灣商場, 田灣街"",""Tin Wan Shopping Centre, Tin Wan Street"""
"002397,""海天徑, 舂磡角道"",""Horizon Drive, Chung Hom Kok Road"""
"002399,""香港醫學專科學院, 海洋公園道"",""Hong Kong Academy of Medicine, Ocean Park Road"""
"002400,""赤柱炮台, 黃麻角道"",""Stanley Fort, Wong Ma Kok Road"""
"002401,""華林徑, 華富道"",""Wah Lam Path, Wah Fu Road"""
"002402,""箕璉坊, 藍塘道"",""Green Lane, Blue Pool Road"""
"002403,跑馬地 (上),Happy Valley (Upper)"
"002404,堅拿道巴士專用線,Canal Road bus only road"
"002405,堅拿道西,Canal Road West"
"002406,""摩頓台, 高士威道"",""Moreton Terrace, Causeway Road"""
"002407,""慧景園, 春暉道"",""Flora Garden, Chun Fai Road"""
"002408,""聖光堂, 東院道"",""Shing Kwong Church, Eastern Hospital Road"""
"002409,""東華東院, 東院道"",""Tung Wah Eastern Hospital, Eastern Hospital Road"""
"002410,""香港大球場, 東院道"",""Hong Kong Stadium, Eastern Hospital Road"""
"002412,""譚臣道, 菲林明道"",""Thomson Road, Fleming Road"""
"002413,""大有廣場, 菲林明道"",""Tai Yau Plaza, Fleming Road"""
"002414,""景隆街, 告士打道"",""Cannon Street, Gloucester Road"""
"002415,""伊利莎伯大廈, 告士打道"",""Elizabeth House, Gloucester Road"""
"002416,""史釗域道, 告士打道"",""Stewart Road, Gloucester Road"""
"002417,""國際調解院, 告士打道"",""International Organization for Mediation, Gloucester Road"""
"002418,""柯布連道, 告士打道"",""O'Brien Road, Gloucester Road"""
"002419,""六國酒店, 告士打道"",""Gloucester Luk Kwok, Gloucester Road"""
"002420,""分域街, 告士打道"",""Fenwick Street, Gloucester Road"""
"002421,""分域街, 告士打道"",""Fenwick Street, Gloucester Road"""
"002422,""香港演藝學院, 告士打道"",""The HK Academy for Performing Arts, Gloucester Road"""
"002423,""入境事務大樓, 告士打道"",""Immigration Tower, Gloucester Road"""
"002424,""灣景中心大廈, 港灣道"",""Causeway Centre, Harbour Road"""
"002425,""香港會議展覽中心, 港灣道"",""HK Convention & Exhibition Centre, Harbour Road"""
"002426,""灣仔游泳池, 港灣道"",""Wan Chai Swimming Pool, Harbour Road"""
"002427,""軍器廠街, 軒尼詩道"",""Arsenal Street, Hennessy Road"""
"002430,""盧押道, 軒尼詩道"",""Luard Road, Hennessy Road"""
"002431,""柯布連道, 軒尼詩道"",""O'Brien Road, Hennessy Road"""
"002432,""菲林明道, 軒尼詩道"",""Fleming Road, Hennessy Road"""
"002434,""史釗域道, 軒尼詩道"",""Stewart Road, Hennessy Road"""
"002435,""杜老誌道, 軒尼詩道"",""Tonnochy Road, Hennessy Road"""
"002436,""馬師道, 軒尼詩道"",""Marsh Road, Hennessy Road"""
"002437,""灣仔消防局, 軒尼詩道"",""Wan Chai Fire Station, Hennessy Road"""
"002438,""銅鑼灣 - 崇光百貨, 軒尼詩道"",""Causeway Bay - Sogo Department Store, Hennessy Road"""
"002439,""銅鑼灣 - 希慎廣場, 軒尼詩道"",""Causeway Bay - Hysan Place, Hennessy Road"""
"002440,""堅拿道東, 軒尼詩道"",""Canal Road East, Hennessy Road"""
"002441,""天樂里, 軒尼詩道"",""Tin Lok Lane, Hennessy Road"""
"002442,""北海中心, 軒尼詩道"",""CNT Tower, Hennessy Road"""
"002443,""廣生行大廈, 軒尼詩道"",""Kwong Sang Hong Building, Hennessy Road"""
"002444,""軒尼詩道官立小學, 軒尼詩道"",""Hennessy Road Government Primary School, Hennessy Road"""
"002445,""菲林明道, 軒尼詩道"",""Fleming Road, Hennessy Road"""
"002446,""修頓球場, 軒尼詩道"",""Southorn Playground, Hennessy Road"""
"002447,""盧押道, 軒尼詩道"",""Luard Road, Hennessy Road"""
"002448,""循道衛理大廈, 軒尼詩道"",""Methodist House, Hennessy Road"""
"002449,""晏頓街, 軒尼詩道"",""Anton Street, Hennessy Road"""
"002451,""修頓球場, 莊士敦道"",""Southorn Playground, Johnston Road"""
"002453,景光街,King Kwong Street"
"002454,""京士頓街, 告士打道"",""Kingston Street, Gloucester Road"""
"002455,""勿地臣街, 禮頓道"",""Matheson Street, Leighton Road"""
"002456,""雲翠大廈, 禮頓道"",""Bonaventure House, Leighton Road"""
"002457,""加路連山道, 禮頓道"",""Caroline Hill Road, Leighton Road"""
"002458,""紀利華木球會, 禮頓道"",""Craigengower Cricket Club, Leighton Road"""
"002459,盧押道,Luard Road"
"002461,""金雲閣, 睦誠道"",""Aurizon, Moorsom Road"""
"002462,""渣甸山花園, 睦誠道"",""Jardine's Lookout Garden, Moorsom Road"""
"002463,""睦誠徑, 睦誠道"",""Moorsom Drive, Moorsom Road"""
"002464,""盛苑, 睦誠道"",""Moorsom Lodge, Moorsom Road"""
"002465,""香港中央圖書館, 摩頓台"",""Hong Kong Central Library, Moreton Terrace"""
"002466,""崇德街, 摩理臣山道"",""Sung Tak Street, Morrison Hill Road"""
"002467,""立德里, 摩理臣山道"",""Lap Tak Lane, Morrison Hill Road"""
"002469,""禮頓道, 摩理臣山道"",""Leighton Road, Morrison Hill Road"""
"002470,""跑馬地馬場, 摩理臣山道"",""Happy Valley Racecourse, Morrison Hill Road"""
"002471,""畢拉山徑, 畢拉山道"",""Mount Butler Drive, Mount Butler Road"""
"002472,""渣甸園, 畢拉山道"",""Jardine Court, Mount Butler Road"""
"002473,""渣甸臺, 畢拉山道"",""Jardine Terrace, Mount Butler Road"""
"002474,邊寧頓街,Pennington Street"
"002475,""利舞臺廣場, 波斯富街"",""Lee Theatre Plaza, Percival Street"""
"002479,""太古廣場三座, 皇后大道東"",""Three Pacific Place, Queen's Road East"""
"002480,""聯發街, 皇后大道東"",""Lun Fat Street, Queen's Road East"""
"002481,""廈門街, 皇后大道東"",""Amoy Street, Queen's Road East"""
"002482,""尚翹峰, 皇后大道東"",""The Zenith, Queen's Road East"""
"002484,""聖若瑟小學, 皇后大道東"",""St. Joseph's Primary School, Queen's Road East"""
"002485,""伊利沙伯體育館, 皇后大道東"",""Queen Elizabeth Stadium, Queen's Road East"""
"002486,""錫克廟, 皇后大道東"",""Khalsa Diwan Sikh Temple, Queen's Road East"""
"002487,""香港華仁書院, 皇后大道東"",""Wah Yan College Hong Kong, Queen's Road East"""
"002488,""聯發街, 皇后大道東"",""Lun Fat Street, Queen's Road East"""
"002489,""太古廣場三座, 皇后大道東"",""Three Pacific Place, Queen's Road East"""
"002490,""奕蔭街, 成和道"",""Yik Yam Street, Sing Woo Road"""
"002491,""昇平樓, 成和道"",""Shing Ping Mansion, Sing Woo Road"""
"002492,""桂芳街, 成和道"",""Kwai Fong Street, Sing Woo Road"""
"002493,""山村道, 成和道"",""Village Road, Sing Woo Road"""
"002494,""肇輝臺, 司徒拔道"",""Shiu Fai Terrace, Stubbs Road"""
"002495,""司徒拔道休憩處, 司徒拔道"",""Stubbs Road Sitting-out Area, Stubbs Road"""
"002496,""東山臺, 司徒拔道"",""Tung Shan Terrace, Stubbs Road"""
"002497,""港安醫院, 司徒拔道"",""Hong Kong Adventist Hospital, Stubbs Road"""
"002498,""松柏新邨, 司徒拔道"",""Evergreen Villa, Stubbs Road"""
"002499,""白普理小學, 司徒拔道"",""Bradbury School, Stubbs Road"""
"002500,""聶歌信山道, 司徒拔道"",""Mount Nicholson Road, Stubbs Road"""
"002501,""白璧, 司徒拔道"",""White Jade, Stubbs Road"""
"002502,""灣仔峽道, 司徒拔道"",""Wan Chai Gap Road, Stubbs Road"""
"002503,""白璧, 司徒拔道"",""White Jade, Stubbs Road"""
"002504,""聶歌信山道, 司徒拔道"",""Mount Nicholson Road, Stubbs Road"""
"002505,""松柏新邨, 司徒拔道"",""Evergreen Villa, Stubbs Road"""
"002506,""寶雲道, 司徒拔道"",""Bowen Road, Stubbs Road"""
"002507,""紀園, 司徒拔道"",""Craigmount, Stubbs Road"""
"002508,""東山臺, 司徒拔道"",""Tung Shan Terrace, Stubbs Road"""
"002509,""司徒拔道花園, 司徒拔道"",""Stubbs Road Garden, Stubbs Road"""
"002510,""肇輝臺, 司徒拔道"",""Shiu Fai Terrace, Stubbs Road"""
"002511,""柏園, 大坑徑"",""Park Garden, Tai Hang Drive"""
"002512,""豪園, 大坑道"",""Fontana Gardens, Tai Hang Road"""
"002513,""光明臺, 大坑道"",""Illumination Terrace, Tai Hang Road"""
"002514,""上林, 大坑道"",""Serenade, Tai Hang Road"""
"002515,""昍逵閣, 大坑道"",""Morengo Court, Tai Hang Road"""
"002516,""宏豐台, 大坑道"",""Wang Fung Terrace, Tai Hang Road"""
"002517,""龍風臺, 大坑道"",""Loong Fung Terrace, Tai Hang Road"""
"002518,""瑞士花園, 大坑道"",""Swiss Towers, Tai Hang Road"""
"002519,""佛教李嘉誠護理安老院, 大坑道"",""Buddhist Li Ka Shing Home for Elderly, Tai Hang Road"""
"002520,""白建時道, 大坑道"",""Perkins Road, Tai Hang Road"""
"002521,""樂活道, 大坑道"",""Broadwood Road, Tai Hang Road"""
"002522,""畢拉山道, 大坑道"",""Mount Butler Road, Tai Hang Road"""
"002523,""雅麗閣, 大坑道"",""Elegant Court, Tai Hang Road"""
"002524,""瑪利曼小學, 大坑道"",""Marymount Primary School, Tai Hang Road"""
"002525,""畢拉山道, 大坑道"",""Mount Butler Road, Tai Hang Road"""
"002526,""渣甸山花園大廈, 大坑道"",""Jardine's Lookout Garden Mansion, Tai Hang Road"""
"002527,""白建時道, 大坑道"",""Perkins Road, Tai Hang Road"""
"002528,""瑞士花園, 大坑道"",""Swiss Towers, Tai Hang Road"""
"002529,""龍風臺, 大坑道"",""Loong Fung Terrace, Tai Hang Road"""
"002530,""大寶閣, 大坑道"",""Trafalgar Court, Tai Hang Road"""
"002531,""優悠台, 大坑道"",""C. C. Lodge, Tai Hang Road"""
"002532,""香港真光中學, 大坑道"",""True Light Middle School of HK, Tai Hang Road"""
"002533,""利群道, 大坑道"",""Li Kwan Avenue, Tai Hang Road"""
"002534,""豪園, 大坑道"",""Fontana Gardens, Tai Hang Road"""
"002535,""聖保祿醫院, 銅鑼灣道"",""St. Paul's Hospital, Tung Lo Wan Road"""
"002536,銅鑼灣 (摩頓台),Causeway Bay (Moreton Terrace)"
"002537,""普樂里, 灣仔道"",""Bullock Lane, Wan Chai Road"""
"002538,""巴路士街, 灣仔道"",""Burrows Street, Wan Chai Road"""
"002539,""克街, 灣仔道"",""Heard Street, Wan Chai Road"""
"002540,""天樂里, 灣仔道"",""Tin Lok Lane, Wan Chai Road"""
"002541,""大坑道, 黃泥涌峽道"",""Tai Hang Road, Wong Nai Chung Gap Road"""
"002542,""香港網球中心, 黃泥涌峽道"",""Hong Kong Tennis Centre, Wong Nai Chung Gap Road"""
"002543,""黃泥涌水塘公園, 黃泥涌峽道"",""Wong Nai Chung Reservoir Park, Wong Nai Chung Gap Road"""
"002544,""大潭水塘道, 黃泥涌峽道"",""Tai Tam Reservoir Road, Wong Nai Chung Gap Road"""
"002545,""香港網球中心, 黃泥涌峽道"",""Hong Kong Tennis Centre, Wong Nai Chung Gap Road"""
"002546,""怡園, 黃泥涌峽道"",""Woodland Heights, Wong Nai Chung Gap Road"""
"002547,""體育道, 黃泥涌道"",""Sports Road, Wong Nai Chung Road"""
"002548,""樂活道, 黃泥涌道"",""Broadwood Road, Wong Nai Chung Road"""
"002549,""雅谷大廈, 黃泥涌道"",""Amigo Mansion, Wong Nai Chung Road"""
"002550,跑馬地 (下),Happy Valley (Lower)"
"002552,""養和醫院, 黃泥涌道"",""Hong Kong Sanatorium and Hospital, Wong Nai Chung Road"""
"002553,""跑馬地馬場, 黃泥涌道"",""Happy Valley Racecourse, Wong Nai Chung Road"""
"002554,銅鑼灣 - 怡和街,Causeway Bay - Yee Wo Street"
"002555,""銅鑼灣 - 百德新街, 怡和街"",""Causeway Bay - Paterson Street, Yee Wo Street"""
"002556,加路連山道,Caroline Hill Road"
"002557,灣仔 (會展新翼),Wan Chai (Convention Centre)"
"002558,""跑馬地馬場, 摩理臣山道"",""Happy Valley Racecourse, Morrison Hill Road"""
"002559,""灣仔碼頭, 鴻興道"",""Wan Chai Ferry Pier, Hung Hing Road"""
"002560,箕璉坊,Green Lane"
"002561,""維多利亞公園, 告士打道"",""Victoria Park, Gloucester Road"""
"002562,""海港中心, 港灣道"",""Harbour Centre, Harbour Road"""
"002563,""馬師道, 告士打道"",""Marsh Road, Gloucester Road"""
"002564,""杜老誌道, 告士打道"",""Tonnochy Road, Gloucester Road"""
"002565,""香港會議展覽中心, 菲林明道"",""HK Convention & Exhibition Centre, Fleming Road"""
"002566,""利景酒店, 灣仔道"",""The Charterhouse, Wan Chai Road"""
"002567,""禮頓中心, 禮頓道"",""Leighton Centre, Leighton Road"""
"002568,""百德新街, 告士打道"",""Paterson Street, Gloucester Road"""
"002569,""胡忠大廈, 皇后大道東"",""Wu Chung House, Queen's Road East"""
"002570,""伊利莎伯大廈, 告士打道"",""Elizabeth House, Gloucester Road"""
"002571,""玫瑰新邨, 司徒拔道"",""Villa Monte Rosa, Stubbs Road"""
"002572,""史釗域道, 軒尼詩道"",""Stewart Road, Hennessy Road"""
"002573,伊榮街,Irving Street"
"002574,""銅鑼灣 - 百德新街, 怡和街"",""Causeway Bay - Paterson Street, Yee Wo Street"""
"002576,""碧海藍天, 深旺道"",""AquaMarine, Sham Mong Road"""
"002577,""城巴創富道車廠, 常達街"",""Citybus Chong Fu Road Garage, Sheung Tat Street"""
"002578,""富豪海灣, 黃麻角道"",""Regalia Bay, Wong Ma Kok Road"""
"002579,""富豪海灣, 黃麻角道"",""Regalia Bay, Wong Ma Kok Road"""
"002580,""富怡道, 小西灣道"",""Fu Yee Road, Siu Sai Wan Road"""
"002581,""青年廣場, 柴灣道"",""Youth Square, Chai Wan Road"""
"002582,""康翠臺, 康民街"",""Greenwood Terrace, Hong Man Street"""
"002584,牛頭角,Ngau Tau Kok"
"002585,興華邨,Hing Wah Estate"
"002586,""興華邨安興樓, 翡翠道"",""On Hing House Hing Wah Estate, Fei Tsui Road"""
"002587,""興華邨展興樓, 翡翠道"",""Chin Hing House Hing Wah Estate, Fei Tsui Road"""
"002588,""峰華邨, 翡翠道"",""Fung Wah Estate, Fei Tsui Road"""
"002589,""逸東邨居逸樓, 逸東街"",""Kui Yat House Yat Tung Estate, Yat Tung Street"""
"002590,加多近街,Cadogan Street"
"002591,柴灣 (東),Chai Wan (East)"
"002592,""香港公園, 堅尼地道"",""Hong Kong Park, Kennedy Road"""
"002593,""南昌站, 深旺道"",""Nam Cheong Station, Sham Mong Road"""
"002594,長沙灣 (深旺道),Cheung Sha Wan (Sham Mong Road)"
"002595,""麗閣邨, 東京街"",""Lai Kok Estate, Tonkin Street"""
"002596,""長江集團中心, 皇后大道中"",""Cheung Kong Center, Queen's Road Central"""
"002598,""屯門兆麟政府綜合大樓, 青山公路"",""Tuen Mun Siu Lun Government Complex, Castle Peak Road"""
"002599,""青善遊樂場, 青山公路"",""Tsing Sin Playground, Castle Peak Road"""
"002600,""置樂花園, 青山公路"",""Chi Lok Fa Yuen, Castle Peak Road"""
"002601,""屯門官立中學, 屯興路"",""Tuen Mun Government Secondary School, Tuen Hing Road"""
"002602,""屯門官立中學, 屯興路"",""Tuen Mun Government Secondary School, Tuen Hing Road"""
"002603,""大欖涌, 青山公路"",""Tai Lam Chung, Castle Peak Road"""
"002604,""嘉龍村, 青山公路"",""Ka Loon Tsuen, Castle Peak Road"""
"002605,""嘉龍村, 青山公路"",""Ka Loon Tsuen, Castle Peak Road"""
"002606,""御海峰, 青山公路"",""Vista Cove, Castle Peak Road"""
"002607,""御海峰, 青山公路"",""Vista Cove, Castle Peak Road"""
"002608,""豪景花園, 青山公路"",""Hong Kong Garden, Castle Peak Road"""
"002609,""豪景花園, 青山公路"",""Hong Kong Garden, Castle Peak Road"""
"002610,""青龍頭村, 青山公路"",""Tsing Lung Tau Tsuen, Castle Peak Road"""
"002611,""浪翠園第四期, 青山公路"",""Sea Crest Villa Phase 4, Castle Peak Road"""
"002612,""浪翠園第四期, 青山公路"",""Sea Crest Villa Phase 4, Castle Peak Road"""
"002613,""浪翠園第三期, 青山公路"",""Sea Crest Villa Phase 3, Castle Peak Road"""
"002614,""馬灣碼頭, 青山公路"",""Ma Wan Pier, Castle Peak Road"""
"002615,""馬灣碼頭, 青山公路"",""Ma Wan Pier, Castle Peak Road"""
"002616,""深井村, 青山公路"",""Sham Tseng Village, Castle Peak Road"""
"002617,""深井村, 青山公路"",""Sham Tseng Village, Castle Peak Road"""
"002618,""海韻花園, 青山公路"",""Rhine Garden, Castle Peak Road"""
"002619,""碧堤半島, 青山公路"",""Bellagio, Castle Peak Road"""
"002620,""嘉湖山莊景湖居, 天龍路"",""Kenswood Court Kingswood Villas, Tin Lung Road"""
"002621,""天恩邨, 天瑞路"",""Tin Yan Estate, Tin Shui Road"""
"002622,""香港濕地公園, 濕地公園路"",""Hong Kong Wetland Park, Wetland Park Road"""
"002623,""香港濕地公園, 濕地公園路"",""Hong Kong Wetland Park, Wetland Park Road"""
"002624,""杏花新城 (東翼), 盛泰道"",""Paradise Mall (East), Shing Tai Road"""
"002626,""中港城, 九龍公園徑"",""China Hong Kong City, Kowloon Park Drive"""
"002627,""北京道, 九龍公園徑"",""Peking Road, Kowloon Park Drive"""
"002630,九龍公園徑,Kowloon Park Drive"
"002650,""慧景軒, 天葵路"",""Vianni Cove, Tin Kwai Road"""
"002651,機場博覽館,AsiaWorld-Expo"
"002654,水上樂園,Water World"
"002655,""宏天廣場, 宏光道"",""Skyline Tower, Wang Kwong Road"""
"002656,""藍田分科診所, 啟田道"",""Lam Tin Polyclinic, Kai Tin Road"""
"002657,""國泰城 (東), 東岸路"",""Cathay Pacific City (East), East Coast Road"""
"002658,迪士尼樂園,Disneyland"
"002664,迪欣湖活動中心,Inspiration Lake Recreation Centre"
"002665,""下碧瑤灣, 域多利道"",""Lower Baguio Villa, Victoria Road"""
"002666,天恩邨,Tin Yan Estate"
"002667,""香港青年協會李兆基書院, 天葵路"",""HKFYG Lee Shau Kee College, Tin Kwai Road"""
"002669,""天逸邨逸洋樓, 天秀路"",""Yat Yeung House Tin Yat Estate, Tin Sau Road"""
"002670,""天葵路, 濕地公園路"",""Tin Kwai Road, Wetland Park Road"""
"002671,機場博覽館,AsiaWorld-Expo"
"002672,""機場博覽館, 航展道"",""AsiaWorld-Expo, Airport Expo Boulevard"""
"002673,""南洋酒店, 摩理臣山道"",""South Pacific Hotel, Morrison Hill Road"""
"002675,""青龍頭村, 青山公路"",""Tsing Lung Tau Tsuen, Castle Peak Road"""
"002676,耀東邨,Yiu Tung Estate"
"002677,""模範邨, 英皇道"",""Model Housing Estate, King's Road"""
"002678,""中山紀念公園, 干諾道西"",""Sun Yat Sen Memorial Park, Connaught Road West"""
"002679,華翠街,Wah Chui Street"
"002680,""華翠街, 域多利道"",""Wah Chui Street, Victoria Road"""
"002681,""安利別墅, 摩星嶺道"",""On Lee, Mount Davis Road"""
"002682,""安利別墅, 摩星嶺道"",""On Lee, Mount Davis Road"""
"002683,""翠暉臺, 摩星嶺道"",""Greenvale, Mount Davis Road"""
"002684,""怡林閣, 摩星嶺道"",""Greenery Garden, Mount Davis Road"""
"002685,""湖苑, 摩星嶺道"",""Ocean View, Mount Davis Road"""
"002686,""聖嘉勒女書院, 摩星嶺道"",""St. Clare's Girls' School, Mount Davis Road"""
"002687,""聖嘉勒女書院, 摩星嶺道"",""St. Clare's Girls' School, Mount Davis Road"""
"002688,""翠海別墅, 摩星嶺道"",""Cape Mansions, Mount Davis Road"""
"002689,""翠海別墅, 摩星嶺道"",""Cape Mansions, Mount Davis Road"""
"002690,""域多利道, 摩星嶺道"",""Victoria Road, Mount Davis Road"""
"002691,""域多利道, 摩星嶺道"",""Victoria Road, Mount Davis Road"""
"002692,""士美菲路, 吉席街"",""Smithfield, Catchick Street"""
"002693,""峻峰花園, 東喜道"",""Perfect Mount Gardens, Tung Hei Road"""
"002694,""愛賢街, 愛秩序灣道"",""Oi Yin Street, Aldrich Bay Road"""
"002695,""浪翠園第三期, 青山公路"",""Sea Crest Villa Phase 3, Castle Peak Road"""
"002696,""貝沙灣南灣, 數碼港道"",""Bel-Air on the Peak, Cyberport Road"""
"002697,""貝沙灣南灣, 數碼港道"",""Bel-Air on the Peak, Cyberport Road"""
"002699,""康盛花園, 寶琳北路"",""Hong Sing Garden, Po Lam Road North"""
"002700,""馬游塘村, 寶琳路"",""Ma Yau Tong Village, Po Lam Road"""
"002701,""寶達邨, 寶琳路"",""Po Tat Estate, Po Lam Road"""
"002702,""秀茂坪商場, 秀明道"",""Sau Mau Ping Shopping Centre, Sau Ming Road"""
"002703,""寶達邨, 寶琳路"",""Po Tat Estate, Po Lam Road"""
"002704,""安達臣道, 寶琳路"",""Anderson Road, Po Lam Road"""
"002705,""馬游塘村, 寶琳路"",""Ma Yau Tong Village, Po Lam Road"""
"002706,""茅湖仔村, 寶琳路"",""Mau Wu Tsai Village, Po Lam Road"""
"002707,""泄蘭街, 雪廠街"",""Zetland Street, Ice House Street"""
"002711,""荷里活廣場, 上元街"",""Plaza Hollywood, Sheung Yuen Street"""
"002713,""銅鑼灣 - 糖街, 怡和街"",""Causeway Bay - Sugar Street, Yee Wo Street"""
"002714,機場 (1 號客運大樓),Airport (Terminal One)"
"002716,""花園街街市, 旺角道"",""Fa Yuen Street Market, Mong Kok Road"""
"002717,""嘉道理道, 亞皆老街"",""Kadoorie Avenue, Argyle Street"""
"002718,""中電鐘樓文化館, 亞皆老街"",""CLP Pulse, Argyle Street"""
"002719,""培正中學, 培正道"",""Pui Ching Middle School, Pui Ching Road"""
"002720,""何文田廣場, 佛光街"",""Homantin Plaza, Fat Kwong Street"""
"002721,""迦密村街, 忠孝街"",""Carmel Village Street, Chung Hau Street"""
"002722,""俊民苑, 忠孝街"",""Chun Man Court, Chung Hau Street"""
"002723,愛民邨,Oi Man Estate"
"002724,""愛民邨嘉民樓, 孝民街"",""Kar Man House Oi Man Estate, Hau Man Street"""
"002725,""忠民街, 忠孝街"",""Chung Man Street, Chung Hau Street"""
"002726,""欣圖軒, 忠孝街"",""Cascades, Chung Hau Street"""
"002727,""房屋委員會總部, 佛光街"",""Housing Authority Headquarters, Fat Kwong Street"""
"002728,""香港都會大學, 佛光街"",""Hong Kong Metropolitan University, Fat Kwong Street"""
"002729,""怡安閣, 亞皆老街"",""Yee On Court, Argyle Street"""
"002730,""太平道, 亞皆老街"",""Peace Avenue, Argyle Street"""
"002732,""美麗閣, 衛城道"",""Merry Court, Castle Road"""
"002733,""活倫台, 衛城道"",""Woodlands Terrace, Castle Road"""
"002734,""西區警署, 德輔道西"",""Western Police Station, Des Voeux Road West"""
"002735,""金龍中心, 德輔道中"",""Golden Tower, Des Voeux Road Central"""
"002736,""德忌利士街, 德輔道中"",""Douglas Street, Des Voeux Road Central"""
"002737,""砵典乍街, 德輔道中"",""Pottinger Street, Des Voeux Road Central"""
"002738,""威利麻街, 德輔道西"",""Wilmer Street, Des Voeux Road West"""
"002739,""新顯利大廈, 雪廠街"",""New Henry House, Ice House Street"""
"002740,""僑福閣, 僑福道"",""Guildford Court, Guildford Road"""
"002741,""荷李活道公園, 荷李活道"",""Hollywood Road Park, Hollywood Road"""
"002742,""樂古道, 荷李活道"",""Lok Ku Road, Hollywood Road"""
"002743,""文武廟, 荷李活道"",""Man Mo Temple, Hollywood Road"""
"002744,""荷李活華庭, 荷李活道"",""Hollywood Terrace, Hollywood Road"""
"002745,""卑利街, 荷李活道"",""Peel Street, Hollywood Road"""
"002746,""嘉賢大廈, 旭龢道"",""Alpine Court, Kotewall Road"""
"002747,""克頓道, 旭龢道"",""Hatton Road, Kotewall Road"""
"002748,""嘉賢大廈, 旭龢道"",""Alpine Court, Kotewall Road"""
"002751,""聖士提反女子中學, 列堤頓道"",""St. Stephen's Girls' College, Lyttelton Road"""
"002752,""聖士提反女子中學, 列堤頓道"",""St. Stephen's Girls' College, Lyttelton Road"""
"002753,""文輝道 6 號, 文輝道"",""6 Mansfield Road, Mansfield Road"""
"002754,""樂善美道, 文輝道"",""Rosmead Road, Mansfield Road"""
"002755,""文輝道 2 號, 文輝道"",""2 Mansfield Road, Mansfield Road"""
"002756,""威都閣, 屋蘭士街"",""Villa Veneto, Oaklands Avenue"""
"002757,""威都閣, 屋蘭士街"",""Villa Veneto, Oaklands Avenue"""
"002758,""西營盤郵政局, 薄扶林道"",""Sai Ying Pun Post Office, Pok Fu Lam Road"""
"002759,皇后街,Queen Street"
"002761,花園道,Garden Road"
"002762,雲咸街,Wyndham Street"
"002763,旭龢道,Kotewall Road"
"002764,荷蘭街,Holland Street"
"002765,中環 (大會堂),Central (City Hall)"
"002770,""明華大廈, 柴灣道"",""Ming Wah Dai Ha, Chai Wan Road"""
"002771,""祥達中心, 祥利街"",""Cheung Tat Centre, Cheung Lee Street"""
"002772,""柴灣工廠邨, 祥利街"",""Chai Wan Industrial Estate, Cheung Lee Street"""
"002773,""峰華邨, 翡翠道"",""Fung Wah Estate, Fei Tsui Road"""
"002774,""柴灣救護站, 翡翠道"",""Chai Wan Ambulance Station, Fei Tsui Road"""
"002775,""峰華邨曉峰樓, 峰霞道"",""Hiu Fung House Fung Wah Estate, Fung Ha Road"""
"002776,基利路,Greig Road"
"002777,""富欣花園, 富欣道"",""Harmony Garden, Harmony Road"""
"002778,""灣景園, 康民街"",""Bayview Park, Hong Man Street"""
"002779,銀幕街,Ngan Mok Street"
"002780,""合明工廠大廈, 安業街"",""Hop Ming Factory Building, On Yip Street"""
"002782,""海灣華庭, 筲箕灣道"",""Marina Lodge, Shau Kei Wan Road"""
"002783,""歌連臣角, 石澳道"",""Cape Collinson, Shek O Road"""
"002784,""蓮鶴仙觀, 石澳道"",""Lin Hok Sin Koon, Shek O Road"""
"002785,""蓮鶴仙觀, 石澳道"",""Lin Hok Sin Koon, Shek O Road"""
"002786,""歌連臣角, 石澳道"",""Cape Collinson, Shek O Road"""
"002787,""大潭道, 石澳道"",""Tai Tam Road, Shek O Road"""
"002788,""杏花邨遊樂場, 創富道"",""Heng Fa Chuen Playground, Chong Fu Road"""
"002790,""小西灣運動場, 小西灣道"",""Siu Sai Wan Sports Ground, Siu Sai Wan Road"""
"002791,""高山臺, 太古城道"",""Kao Shan Terrace, Taikoo Shing Road"""
