"stop,name_tc,name_en"
"003565,""富寧花園, 寶寧路"",""Fu Ning Garden, Po Ning Road"""
"003566,""滿東邨滿和樓, 裕東路"",""Mun Wo House Mun Tung Estate, Yu Tung Road"""
"003567,""逸東邨福逸樓, 裕東路"",""Fuk Yat House Yat Tung Estate, Yu Tung Road"""
"003568,""逸東邨雍逸樓, 裕東路"",""Yung Yat House Yat Tung Estate, Yu Tung Road"""
"003569,""老龍坑街, 溫思勞街"",""Lo Lung Hang Street, Winslow Street"""
"003570,""常樂街, 佛光街"",""Sheung Lok Street, Fat Kwong Street"""
"003571,""彩頤居, 彩霞道"",""Cheerful Court, Choi Ha Road"""
"003572,""彩盈邨盈安樓, 彩霞道"",""Ying On House Choi Ying Estate, Choi Ha Road"""
"003573,寶鄉街,Po Heung Street"
"003574,""林村河畔, 大埔太和路"",""Lam Tsuen River Side, Tai Po Tai Wo Road"""
"003575,""勵業街, 海濱道"",""Lai Yip Street, Hoi Bun Road"""
"003576,""觀塘海濱花園, 海濱道"",""Kwun Tong Promenade, Hoi Bun Road"""
"003577,""嘉湖山莊美湖居, 天華路"",""Maywood Court Kingswood Villas, Tin Wah Road"""
"003578,""環安街, 庇利街"",""Wan On Street, Bailey Street"""
"003579,""紅磡邨, 紅磡道"",""Hung Hom Estate, Hung Hom Road"""
"003580,""美華工業中心, 土瓜灣道"",""Merit Industrial Centre, To Kwa Wan Road"""
"003582,""雲海, 耀沙路"",""St. Barths, Yiu Sha Road"""
"003583,""迎海 (第四期), 烏溪沙路"",""Double Cove (Phase 4), Wu Kai Sha Road"""
"003584,""耀安邨耀遜樓, 馬鞍山路"",""Yiu Shun House Yiu On Estate, Ma On Shan Road"""
"003587,""啟德 - 港鐵 A 出口, 沐安街"",""Kai Tak - MTR Exit A, Muk On Street"""
"003588,""民航處總部, 東耀路"",""CAD Headquarters, Tung Yiu Road"""
"003589,將軍澳隧道巴士轉乘站,Tseung Kwan O Tunnel Bus-Bus Interchange"
"003590,觀塘碼頭,Kwun Tong Ferry"
"003591,""巧明街, 偉業街"",""How Ming Street, Wai Yip Street"""
"003592,""順業街, 偉業街"",""Shun Yip Street, Wai Yip Street"""
"003593,""勵業街, 偉業街"",""Lai Yip Street, Wai Yip Street"""
"003594,""巧明街, 偉業街"",""How Ming Street, Wai Yip Street"""
"003595,將軍澳隧道巴士轉乘站,Tseung Kwan O Tunnel Bus-Bus Interchange"
"003596,""旺角中心, 西洋菜南街"",""Argyle Centre, Sai Yeung Choi Street South"""
"003597,""先達廣場, 亞皆老街"",""Sincere Podium, Argyle Street"""
"003598,如心廣場,Nina Tower"
"003599,""頌明苑, 寶順路"",""Chung Ming Court, Po Shun Road"""
"003600,長沙灣 (甘泉街),Cheung Sha Wan (Kom Tsun Street)"
"003601,""光昌街, 長沙灣道"",""Kwong Cheung Street, Cheung Sha Wan Road"""
"003602,""松頭下路, 火炭路"",""Tsung Tau Ha Road, Fo Tan Road"""
"003603,駿洋邨,Chun Yeung Estate"
"003604,""長順街遊樂場, 長沙灣道"",""Cheung Shun Street Playground, Cheung Sha Wan Road"""
"003605,彩興路,Choi Hing Road"
"003606,""彩德商場, 彩榮路"",""Choi Tak Shopping Centre, Choi Wing Road"""
"003607,""彩德邨彩亮樓, 彩榮路"",""Choi Leung House Choi Tak Estate, Choi Wing Road"""
"003608,""灝景灣, 青敬路"",""Villa Esplanada, Tsing King Road"""
"003609,青衣站,Tsing Yi Station"
"003610,""長安邨安湄樓, 青敬路"",""On Mei House Cheung On Estate, Tsing King Road"""
"003611,""機電工程署總部, 承啟道"",""EMSD Headquarters, Shing Kai Road"""
"003612,""機電工程署總部, 承啟道"",""EMSD Headquarters, Shing Kai Road"""
"003613,多石街,To Shek Street"
"003614,""高埔村, 錦田公路"",""Ko Po Tsuen, Kam Tin Road"""
"003615,""下高埔村, 錦田公路"",""Ha Ko Po Tsuen, Kam Tin Road"""
"003616,""凹頭, 錦田公路"",""Au Tau, Kam Tin Road"""
"003617,""紅毛橋, 青山公路"",""Hung Mo Kiu, Castle Peak Road"""
"003618,""沙埔村, 青山公路"",""Sha Po Tsuen, Castle Peak Road"""
"003619,""逢吉鄉, 青山公路"",""Fung Kat Heung, Castle Peak Road"""
"003620,""模範鄉, 青山公路"",""Mo Fan Heung, Castle Peak Road"""
"003621,""壆圍, 青山公路"",""Pok Wai, Castle Peak Road"""
"003622,""大生圍, 青山公路"",""Tai Sang Wai, Castle Peak Road"""
"003623,新田,San Tin"
"003624,""朗廈, 新潭路"",""Long Ha, San Tam Road"""
"003625,""壆圍, 新潭路"",""Pok Wai, San Tam Road"""
"003626,""模範鄉, 新潭路"",""Mo Fan Heung, San Tam Road"""
"003627,""逢吉鄉, 新潭路"",""Fung Kat Heung, San Tam Road"""
"003628,""沙埔村, 新潭路"",""Sha Po Tsuen, San Tam Road"""
"003629,""紅毛橋, 青山公路"",""Hung Mo Kiu, Castle Peak Road"""
"003630,""凹頭, 錦田公路"",""Au Tau, Kam Tin Road"""
"003631,""下高埔村, 錦田公路"",""Ha Ko Po Tsuen, Kam Tin Road"""
"003632,""高埔村, 錦田公路"",""Ko Po Tsuen, Kam Tin Road"""
"003633,大圍站,Tai Wai Station"
"003638,""沙田大會堂, 担杆莆街"",""Sha Tin Town Hall, Tam Kon Po Street"""
"003639,""帝都酒店, 白鶴汀街"",""Royal Park Hotel, Pak Hok Ting Street"""
"003641,""美林邨, 大埔公路"",""Mei Lam Estate, Tai Po Road"""
"003643,""朗邊, 青山公路"",""Long Bin, Castle Peak Road"""
"003644,""屏山, 青山公路"",""Ping Shan, Castle Peak Road"""
"003645,""新起村, 青山公路"",""San Hei Tsuen, Castle Peak Road"""
"003646,""灰沙圍, 青山公路"",""Fui Sha Wai, Castle Peak Road"""
"003647,""大道村, 青山公路"",""Tai Tao Tsuen, Castle Peak Road"""
"003648,""尚城, 青山公路"",""Uptown, Castle Peak Road"""
"003649,""輕鐵洪水橋站, 青山公路"",""LR Hung Shui Kiu Stop, Castle Peak Road"""
"003650,""輕鐵鍾屋村站, 青山公路"",""LR Chung Uk Tsuen Stop, Castle Peak Road"""
"003651,""亦園村, 青山公路"",""Yick Yuen Tsuen, Castle Peak Road"""
"003652,""泥圍, 青山公路"",""Nai Wai, Castle Peak Road"""
"003653,""福亨村, 青山公路"",""Fuk Hang Tsuen, Castle Peak Road"""
"003654,""妙法寺, 青山公路"",""Miu Fat Buddhist Monastery, Castle Peak Road"""
"003655,""輕鐵藍地站, 青山公路"",""LR Lam Tei Stop, Castle Peak Road"""
"003656,""虎地, 屯門公路"",""Fu Tei, Tuen Mun Road"""
"003657,""屯仁街, 屯門公路"",""Tuen Yan Street, Tuen Mun Road"""
"003658,""華都花園, 屯發路"",""Waldorf Garden, Tuen Fat Road"""
"003659,""麵房街, 火炭路"",""Min Fong Street, Fo Tan Road"""
"003660,皇后山邨,Queen's Hill Estate"
"003661,""山麗苑, 龍馬路"",""Shan Lai Court, Lung Ma Road"""
"003663,""新圍軍營, 沙頭角公路"",""San Wai Barracks, Sha Tau Kok Road"""
"003664,""軍地, 沙頭角公路"",""Kwan Tei, Sha Tau Kok Road"""
"003665,""流水響, 沙頭角公路"",""Lau Shui Heung, Sha Tau Kok Road"""
"003666,""高埔, 沙頭角公路"",""Ko Po, Sha Tau Kok Road"""
"003667,""孔嶺, 沙頭角公路"",""Hung Leng, Sha Tau Kok Road"""
"003668,""馬尾下, 沙頭角公路"",""Ma Mei Ha, Sha Tau Kok Road"""
"003669,""大塘湖, 沙頭角公路"",""Tai Tong Wu, Sha Tau Kok Road"""
"003670,""磚窰, 沙頭角公路"",""Chun Yiu, Sha Tau Kok Road"""
"003671,青沙公路巴士轉乘站,Tsing Sha Highway Bus-Bus Interchange"
"003672,青沙公路巴士轉乘站,Tsing Sha Highway Bus-Bus Interchange"
"003673,""磚窰, 沙頭角公路"",""Chun Yiu, Sha Tau Kok Road"""
"003674,""大塘湖, 沙頭角公路"",""Tai Tong Wu, Sha Tau Kok Road"""
"003675,""馬尾下, 沙頭角公路"",""Ma Mei Ha, Sha Tau Kok Road"""
"003676,""孔嶺, 沙頭角公路"",""Hung Leng, Sha Tau Kok Road"""
"003677,""高埔, 沙頭角公路"",""Ko Po, Sha Tau Kok Road"""
"003678,""流水響, 沙頭角公路"",""Lau Shui Heung, Sha Tau Kok Road"""
"003679,""軍地, 沙頭角公路"",""Kwan Tei, Sha Tau Kok Road"""
"003680,""新圍軍營, 沙頭角公路"",""San Wai Barracks, Sha Tau Kok Road"""
"003681,皇后山邨,Queen's Hill Estate"
"003682,""山麗苑, 龍馬路"",""Shan Lai Court, Lung Ma Road"""
"003683,""石硤尾街, 荔枝角道"",""Shek Kip Mei Street, Lai Chi Kok Road"""
"003684,""桂林街, 荔枝角道"",""Kweilin Street, Lai Chi Kok Road"""
"003685,""蔬菜統營處, 荔枝角道"",""Vegetable Marketing Organization, Lai Chi Kok Road"""
"003686,""香港專業教育學院 (黃克競分校), 荔枝角道"",""HKIVE (Haking Wong), Lai Chi Kok Road"""
"003689,""順業街, 偉業街"",""Shun Yip Street, Wai Yip Street"""
"003690,""勵德街, 太子道西"",""Knight Street, Prince Edward Road West"""
"003691,""拔萃男書院, 太子道西"",""Diocesan Boys' School, Prince Edward Road West"""
"003692,""太子站, 太子道西"",""Prince Edward Station, Prince Edward Road West"""
"003693,""白楊街, 界限街"",""Poplar Street, Boundary Street"""
"003694,""警察體育遊樂會, 界限街"",""Police Sports and Recreation Club, Boundary Street"""
"003695,""花墟公園, 界限街"",""Fa Hui Park, Boundary Street"""
"003696,""快富街, 彌敦道"",""Fife Street, Nathan Road"""
"003698,""蘇屋邨杜鵑樓, 保安道"",""Azalea House So Uk Estate, Po On Road"""
"003700,""泓景臺, 荔枝角道"",""Banyan Garden, Lai Chi Kok Road"""
"003701,坑口站,Hang Hau Station"
"003702,""葵涌邨綠葵樓, 上角街"",""Luk Kwai House Kwai Chung Estate, Sheung Kok Street"""
"003703,""葵涌邨芷葵樓, 上角街"",""Tsz Kwai House Kwai Chung Estate, Sheung Kok Street"""
"003705,""德朗邨停車場, 承啟道"",""Tak Long Estate Carpark, Shing Kai Road"""
"003706,""德朗邨停車場, 承啟道"",""Tak Long Estate Carpark, Shing Kai Road"""
"003708,""沐泰街, 承啟道"",""Muk Tai Street, Shing Kai Road"""
"003709,""稅務中心, 協調道"",""Inland Revenue Centre, Concorde Road"""
"003712,大有街,Tai Yau Street"
"003713,爵祿街,Tseuk Luk Street"
"003714,香園圍口岸,Heung Yuen Wai Port"
"003715,""塘坑, 馬會道"",""Tong Hang, Jockey Club Road"""
"003717,""粉嶺法院大樓, 馬會道"",""Fanling Law Courts Building, Jockey Club Road"""
"003718,""北區公園北門, 馬會道"",""North District Park North Gate, Jockey Club Road"""
"003719,""天平邨天怡樓, 龍琛路"",""Tin Yee House Tin Ping Estate, Lung Sum Avenue"""
"003720,上水 (寶運路),Sheung Shui (Po Wan Road)"
"003721,""鳳南路花園, 馬會道"",""Fung Nam Road Garden, Jockey Club Road"""
"003722,""北區運動場, 馬會道"",""North District Sports Ground, Jockey Club Road"""
"003723,""心誠中學, 馬會道"",""Fanling Lutheran Secondary School, Jockey Club Road"""
"003724,""粉嶺站 - A2 出口, 粉嶺車站路"",""Fanling Station - Exit A2, Fanling Station Road"""
"003725,""塘坑, 馬會道"",""Tong Hang, Jockey Club Road"""
"003726,""大埔舊墟遊樂場, 大埔太和路"",""Tai Po Old Market Playground, Tai Po Tai Wo Road"""
"003727,""乙明邨, 大涌橋路"",""Jat Min Chuen, Tai Chung Kiu Road"""
"003728,""曾大屋, 大涌橋路"",""Tsang Tai Uk, Tai Chung Kiu Road"""
"003729,""曾大屋, 大涌橋路"",""Tsang Tai Uk, Tai Chung Kiu Road"""
"003730,""乙明邨, 大涌橋路"",""Jat Min Chuen, Tai Chung Kiu Road"""
"003731,""沙田第一城, 大涌橋路"",""City One Shatin, Tai Chung Kiu Road"""
"003732,""屯門泳池, 海皇路"",""Tuen Mun Swimming Pool, Hoi Wong Road"""
"003733,""屯門泳池, 海皇路"",""Tuen Mun Swimming Pool, Hoi Wong Road"""
"003734,""白石角變電站, 創新路"",""Pak Shek Kok Substation, Chong San Road"""
"003735,""天賦海灣, 創新路"",""Providence Bay, Chong San Road"""
"003736,""雲滙, 創新路"",""St Martin, Chong San Road"""
"003737,""海日灣II, 創新路"",""Centra Horizon, Chong San Road"""
"003738,""科研路, 創新路"",""Fo Yin Road, Chong San Road"""
"003739,""香港科學園第一期, 創新路"",""Hong Kong Science Park Phase 1, Chong San Road"""
"003740,""香港生物科技研究院, 科學園路"",""Hong Kong Institute of Biotechnology, Science Park Road"""
"003741,""水上活動中心, 科學園路"",""Water Sports Centre, Science Park Road"""
"003742,""馬料水公眾碼頭, 科學園路"",""Ma Liu Shui Public Pier, Science Park Road"""
"003743,""馬料水公眾碼頭, 科學園路"",""Ma Liu Shui Public Pier, Science Park Road"""
"003744,""水上活動中心, 科學園路"",""Water Sports Centre, Science Park Road"""
"003745,""香港生物科技研究院, 科學園路"",""Hong Kong Institute of Biotechnology, Science Park Road"""
"003746,""香港科學園第一期, 創新路"",""Hong Kong Science Park Phase 1, Chong San Road"""
"003747,""科研路, 創新路"",""Fo Yin Road, Chong San Road"""
"003748,""雲滙, 創新路"",""St Martin, Chong San Road"""
"003749,""白石角, 創新路"",""Pak Shek Kok, Chong San Road"""
"003750,""白石角變電站, 創新路"",""Pak Shek Kok Substation, Chong San Road"""
"003751,""消防及救護學院, 百勝角路"",""Fire and Ambulance Services Academy, Pak Shing Kok Road"""
"003752,和田邨,Wo Tin Estate"
"003753,""NOVO LAND, 欣寶路"",""NOVO LAND, Yan Po Road"""
"003754,""紫田村, 欣寶路"",""Tsz Tin Tsuen, Yan Po Road"""
"003755,""何壽基小學, 鳴琴路"",""Ho Sau Ki Primary School, Ming Kum Road"""
"003756,""輕鐵石排站, 鳴琴路"",""LR Shek Pai Stop, Ming Kum Road"""
"003757,""輕鐵鳴琴站, 鳴琴路"",""LR Ming Kum Stop, Ming Kum Road"""
"003758,""輕鐵石排站, 鳴琴路"",""LR Shek Pai Stop, Ming Kum Road"""
"003759,""青田遊樂場, 鳴琴路"",""Tsing Tin Playground, Ming Kum Road"""
"003760,菁田邨,Ching Tin Estate"
"003761,沙田圍,Sha Tin Wai"
"003762,""M+, 博物館道"",""M+, Museum Drive"""
"003763,""香港故宮文化博物館, 博物館道"",""Hong Kong Palace Museum, Museum Drive"""
"003764,""新成路, 龍琛路"",""San Shing Avenue, Lung Sum Avenue"""
"003765,""龍琛路體育館, 龍琛路"",""Lung Sum Avenue Sports Centre, Lung Sum Avenue"""
"003766,天平邨,Tin Ping Estate"
"003767,""NOVO LAND, 欣寶路"",""NOVO LAND, Yan Po Road"""
"003768,""龍豐花園, 龍琛路"",""Lung Fung Garden, Lung Sum Avenue"""
"003769,""掃管埔村, 新運路"",""So Kwun Po Village, San Wan Road"""
"003770,""田景邨田樂樓, 田景路"",""Tin Lok House Tin King Estate, Tin King Road"""
"003771,美輝街,Mei Fai Street"
"003772,""西九文化區, 博物館道"",""West Kowloon Cultural District, Museum Drive"""
"003773,""慧景軒, 天葵路"",""Vianni Cove, Tin Kwai Road"""
"003774,""璧峰路, 馬會道"",""Pik Fung Road, Jockey Club Road"""
"003775,""雅景台, 馬鞍山路"",""Park Belvedere, Ma On Shan Road"""
"003779,""樂和街, 沙頭角公路"",""Lok Wo Street, Sha Tau Kok Road"""
"003780,""聯和墟遊樂場, 沙頭角公路"",""Luen Wo Hui Playground, Sha Tau Kok Road"""
"003781,""耀東邨耀明樓, 耀興道"",""Yiu Ming House Yiu Tung Estate, Yiu Hing Road"""
"003782,維港1號,One Victoria"
"003783,清水灣半島,Oscar By The Sea"
"003785,""日出康城晉海, 環澳路"",""Wings At Sea LOHAS Park, Wan O Road"""
"003786,""日出康城晉海, 環澳路"",""Wings At Sea LOHAS Park, Wan O Road"""
"003787,藍田交匯處,Lam Tin Interchange"
"003788,""偉樂街, 偉業街"",""Wai Lok Street, Wai Yip Street"""
"003789,""灣仔海濱長廊, 鴻興道"",""Wan Chai Promenade, Hung Hing Road"""
"003790,""承景街, 承豐道"",""Shing King Street, Shing Fung Road"""
"003791,""環球貿易廣場, 柯士甸道西"",""International Commerce Centre, Austin Road West"""
"003793,""凱和山, 管翠路"",""MORI, Kwun Chui Road"""
"003794,海達邨,Hoi Tat Estate"
"003795,""東九龍總區警察總部, 協調道"",""Kowloon East Regional Police Headquarters, Concorde Road"""
"003796,""紅磡站, 暢運道"",""Hung Hom Station, Cheong Wan Road"""
"003797,""翠怡花園, 大埔太和路"",""Greenery Plaza, Tai Po Tai Wo Road"""
"003798,""符興街, 馬會道"",""Fu Hing Street, Jockey Club Road"""
"003799,""機場風鈴徑, 觀景路"",""Airport Golden Trumpet Trail, Scenic Road"""
"003800,藍田 (平田街),Lam Tin (Ping Tin Street)"
"003801,""黃大仙上邨普善樓, 黃大仙道"",""Po Sin House Upper Wong Tai Sin Estate, Wong Tai Sin Road"""
"003803,""黃大仙祠, 黃大仙道"",""Wong Tai Sin Temple, Wong Tai Sin Road"""
"003804,""石硤尾消防局, 南昌街"",""Shek Kip Mei Fire Station, Nam Cheong Street"""
"003805,""白田邨瑞田樓, 南昌街"",""Shui Tin House Pak Tin Estate, Nam Cheong Street"""
"003806,""福華街, 南昌街"",""Fuk Wa Street, Nam Cheong Street"""
"003807,""石硤尾消防局, 南昌街"",""Shek Kip Mei Fire Station, Nam Cheong Street"""
"003808,""東九龍總區警察總部, 協調道"",""Kowloon East Regional Police Headquarters, Concorde Road"""
"003809,""中環海濱活動空間, 龍和道"",""Central Harbourfront Event Space, Lung Wo Road"""
"003810,粉嶺公路巴士轉乘站,Fanling Highway Bus-Bus Interchange"
"003811,""鳳溪第一中學, 馬會道"",""Fung Kai No.1 Secondary School, Jockey Club Road"""
"003813,""藍田綜合大樓, 德田街"",""Lam Tin Complex, Tak Tin Street"""
"003814,""裕雅苑, 怡東路"",""Yu Nga Court, Yi Tung Road"""
"003815,""裕雅商場, 怡東路"",""Yu Nga Shopping Centre, Yi Tung Road"""
"003816,航天城,SKYCITY"
"003817,""順欣花園, 馬會道"",""Sunningdale Garden, Jockey Club Road"""
"003818,""天平邨天明樓, 馬會道"",""Tin Ming House Tin Ping Estate, Jockey Club Road"""
"003819,""邁亞美海灣, 湖翠路"",""Miami Beach Towers, Wu Chui Road"""
"003820,""茶果嶺道變電站, 茶果嶺道"",""Cha Kwo Ling Road Substation, Cha Kwo Ling Road"""
"003821,""上水站 - B2 出口, 新運路"",""Sheung Shui Station - Exit B2, San Wan Road"""
"003822,""青富苑, 青衣路"",""Ching Fu Court, Tsing Yi Road"""
"003823,""順利消防局, 利安道"",""Shun Lee Fire Station, Lee On Road"""
"003824,""順利邨利恒樓, 利安道"",""Lee Hang House Shun Lee Estate, Lee On Road"""
"003825,""寶翠公園, 寶康路"",""Po Tsui Park, Po Hong Road"""
"003826,茶果嶺道,Cha Kwo Ling Road"
"003827,啟翔苑,Kai Cheung Court"
"003828,""泥涌, 西沙路"",""Nai Chung, Sai Sha Road"""
"003829,""輋下, 西沙路"",""Che Ha, Sai Sha Road"""
"003830,""馬牯纜, 西沙路"",""Ma Kwu Lam, Sai Sha Road"""
"003831,""西沙GO PARK, 海映路"",""GO PARK Sai Sha, Hoi Ying Road"""
"003832,""田寮, 西沙路"",""Tin Liu, Sai Sha Road"""
"003833,""官坑, 西沙路"",""Kwun Hang, Sai Sha Road"""
"003834,""西澳, 西沙路"",""Sai O, Sai Sha Road"""
"003835,啟德 - Airside,Kai Tak - Airside"
"003836,""駿業街, 偉業街"",""Tsun Yip Street, Wai Yip Street"""
"003837,""駿業街, 偉業街"",""Tsun Yip Street, Wai Yip Street"""
"003838,白石角,Pak Shek Kok"
"003839,""香港科學園, 科技大道西"",""Hong Kong Science Park, Science Park West Avenue"""
"003840,""香港科學園第三期, 科技大道西"",""Hong Kong Science Park Phase 3, Science Park West Avenue"""
"003841,大學站,University Station"
"003844,金鐘 - 港鐵 C 出口,Admiralty - MTR Exit C"
"003845,""金鐘 - 金鐘廊, 金鐘道"",""Admiralty - Queensway Plaza, Queensway"""
"003846,""逸峯, 沙頭角公路"",""Green Code, Sha Tau Kok Road"""
"003847,""烏溪沙村, 西沙路"",""Wu Kai Sha Village, Sai Sha Road"""
"003848,""龍逸邨, 皇珠路"",""Lung Yat Estate, Wong Chu Road"""
"003849,""上水站 - D1 出口, 新運路"",""Sheung Shui Station - Exit D1, San Wan Road"""
"003850,""錦駿苑, 馬鞍山路"",""Kam Chun Court, Ma On Shan Road"""
"003851,""錦駿苑, 馬鞍山路"",""Kam Chun Court, Ma On Shan Road"""
"003852,""業旺邨, 天后路"",""Yip Wong Estate, Tin Hau Road"""
"003853,""大埔超級城, 大埔太和路"",""Tai Po Mega Mall, Tai Po Tai Wo Road"""
"003854,""東昌街康體大樓, 南運路"",""Tung Cheong Street Leisure Building, Nam Wan Road"""
"003855,""大埔超級城, 大埔太和路"",""Tai Po Mega Mall, Tai Po Tai Wo Road"""
"003856,""啟德 - 天璽．天, 協調道"",""Kai Tak - Cullinan Sky, Concorde Road"""
"003857,""顯耀邨, 田心街"",""Hin Yiu Estate, Tin Sam Street"""
"003858,""富亨邨亨裕樓, 頌雅路"",""Heng Yue House Fu Heng Estate, Chung Nga Road"""
"003859,頌雅路,Chung Nga Road"
